timestamp,product_id,buyer_offer,seller_response,status,round
1766406368.0798614,http://mock-url-0.com,0,I have a great offer for you: Simulated smartphone 1 at 33632. (Auto-generated: Gemini not configured),pitch,1
1766406368.0805643,http://mock-url-0.com,30268,I offer 30268.,offer,1
1766406368.0805643,http://mock-url-0.com,30268,I have a great offer for you: Simulated smartphone 1 at 33632. (Auto-generated: Gemini not configured),counter,2
1766406368.081099,http://mock-url-0.com,31950.0,I'll take it.,final_response,2
1766406368.081099,http://mock-url-1.com,0,I have a great offer for you: Simulated smartphone 2 at 34113. (Auto-generated: Gemini not configured),pitch,1
1766406368.081099,http://mock-url-1.com,30701,I offer 30701.,offer,1
1766406368.081099,http://mock-url-1.com,30701,I have a great offer for you: Simulated smartphone 2 at 34113. (Auto-generated: Gemini not configured),counter,2
1766406368.081099,http://mock-url-1.com,32407.0,I'll take it.,final_response,2
1766406368.081099,http://mock-url-2.com,0,I have a great offer for you: Simulated smartphone 3 at 36137. (Auto-generated: Gemini not configured),pitch,1
1766406368.081099,http://mock-url-2.com,32523,I offer 32523.,offer,1
1766406368.081099,http://mock-url-2.com,32523,I have a great offer for you: Simulated smartphone 3 at 36137. (Auto-generated: Gemini not configured),counter,2
1766406368.081099,http://mock-url-2.com,34330.0,I'll take it.,final_response,2
1766406758.174939,https://www.amazon.com/smartphone/s?k=smartphone,0,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 31712.95.,pitch,1
1766406758.1754687,https://www.amazon.com/smartphone/s?k=smartphone,28541,I offer 28541.,offer,1
1766406758.3271122,https://www.amazon.com/smartphone/s?k=smartphone,28541,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 31712.95.,counter,2
1766406758.3277602,https://www.amazon.com/smartphone/s?k=smartphone,30126.975,I'll take it.,final_response,2
1766406758.6647022,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,0,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 33095.89.,pitch,1
1766406758.6654816,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,29786,I offer 29786.,offer,1
1766406758.7991474,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,29786,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 33095.89.,counter,2
1766406758.7996788,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,31440.945,I'll take it.,final_response,2
1766406759.128782,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,0,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 48816.5.,pitch,1
1766406759.1293347,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I offer 40000.,offer,1
1766406759.318989,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 48816.5.,counter,2
1766406759.318989,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,My best offer is 40000.,final_response,2
1766406780.8836524,https://www.amazon.com/smartphone/s?k=smartphone,0,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 29970.71.,pitch,1
1766406780.8847082,https://www.amazon.com/smartphone/s?k=smartphone,26973,I offer 26973.,offer,1
1766406781.01404,https://www.amazon.com/smartphone/s?k=smartphone,26973,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 29970.71.,counter,2
1766406781.0192506,https://www.amazon.com/smartphone/s?k=smartphone,28471.855,I'll take it.,final_response,2
1766406781.4720974,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,0,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 30092.13.,pitch,1
1766406781.4754844,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,27082,I offer 27082.,offer,1
1766406781.6070645,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,27082,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 30092.13.,counter,2
1766406781.6086137,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,28587.065000000002,I'll take it.,final_response,2
1766406781.9907076,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,0,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 50532.93.,pitch,1
1766406781.991235,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I offer 40000.,offer,1
1766406782.1878061,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 50532.93.,counter,2
1766406782.188619,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,My best offer is 40000.,final_response,2
1766406811.9227226,https://www.amazon.com/smartphone/s?k=smartphone,0,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 40148.06.,pitch,1
1766406811.92389,https://www.amazon.com/smartphone/s?k=smartphone,36133,I offer 36133.,offer,1
1766406812.07398,https://www.amazon.com/smartphone/s?k=smartphone,36133,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 40148.06.,counter,2
1766406812.07398,https://www.amazon.com/smartphone/s?k=smartphone,38140.53,I'll take it.,final_response,2
1766406812.38623,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,0,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 33948.03.,pitch,1
1766406812.3881233,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,30553,I offer 30553.,offer,1
1766406812.5627756,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,30553,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 33948.03.,counter,2
1766406812.5627756,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,32250.515,I'll take it.,final_response,2
1766406812.941409,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,0,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 51982.91.,pitch,1
1766406812.9422882,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I offer 40000.,offer,1
1766406813.0955343,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 51982.91.,counter,2
1766406813.0963738,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,40000,My best offer is 40000.,final_response,2
1766406856.1106212,https://www.amazon.com/smartphone/s?k=smartphone,0,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 42083.22.,pitch,1
1766406856.111216,https://www.amazon.com/smartphone/s?k=smartphone,37874,I offer 37874.,offer,1
1766406856.3203044,https://www.amazon.com/smartphone/s?k=smartphone,37874,I have a great offer for you: Smartphone - Amazon.com (Est. Price) at 42083.22.,counter,2
1766406856.3217566,https://www.amazon.com/smartphone/s?k=smartphone,39978.61,I'll take it.,final_response,2
1766406856.6369257,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,0,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 30532.13.,pitch,1
1766406856.6384115,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,27478,I offer 27478.,offer,1
1766406856.818168,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,27478,I have a great offer for you: POWERUP 4.0 The Next-Generation Smartphone ... - Amazon.com (Est. Price) at 30532.13.,counter,2
1766406856.819231,https://www.amazon.com/Next-Generation-Smartphone-Controlled-Controlled-Stabilizer/dp/B08JLZVB3Z,29005.065000000002,I'll take it.,final_response,2
1766406857.032667,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,0,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 33577.04.,pitch,1
1766406857.0332398,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,30219,I offer 30219.,offer,1
1766406857.1922224,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,30219,I have a great offer for you: 52 Ways to Connect with Your Smartphone Obsessed Kid: How to ... (Est. Price) at 33577.04.,counter,2
1766406857.1933742,https://www.amazon.com/Ways-Connect-Your-Smartphone-Obsessed/dp/1634097076,31898.02,I'll take it.,final_response,2
1766407405.4481063,https://www.amazon.com/LORYERGO-Adjustable-Laptop-Stand-Portable/dp/B09D3VD47F,0,"I strongly recommend the LORYERGO Laptop Stand for Desk, Adjustable ... - Amazon.com (Est. Price). It has a stellar rating of 4.7 with 4106 reviews. Price is 65799.77.",pitch,1
1766407405.6509268,https://www.amazon.com/LORYERGO-Adjustable-Laptop-Stand-Portable/dp/B09D3VD47F,0,,response,1
1766407405.9544518,https://www.amazon.com/KYY-Extender-Monitor-Portable-Extended/dp/B0DK6HJ1TB,0,"I strongly recommend the KYY Laptop Screen Extender, 15.6"" Monitor Extender ... - Amazon.com (Est. Price). It has a stellar rating of 4.6 with 4624 reviews. Price is 73883.04.",pitch,2
1766407406.1684153,https://www.amazon.com/KYY-Extender-Monitor-Portable-Extended/dp/B0DK6HJ1TB,0,,response,2
1766408532.850867,http://mock-url-1.com,0,I strongly recommend the Simulated headset 2. It has a stellar rating of 4.6 with 3337 reviews. Price is 13968. (Auto-generated: Gemini not configured),pitch,1
1766408532.851964,http://mock-url-1.com,0,,response,1
1766408563.095991,https://www.amazon.com/Poly-Plantronics-Single-Ear-USB-Bluetooth/dp/B09BBSB3J4,0,I strongly recommend the Poly - Voyager 4310 UC Wireless Headset + Charge ... - Amazon.com (Est. Price). It has a stellar rating of 5.0 with 4417 reviews. Price is 18245.21.,pitch,1
1766408563.2578616,https://www.amazon.com/Poly-Plantronics-Single-Ear-USB-Bluetooth/dp/B09BBSB3J4,0,,response,1
1766408563.6503863,https://www.amazon.com/Gtheos-Bluetooth-Headphones-Detachable-Microphone/dp/B0B4B2HW2N,0,I strongly recommend the Gtheos 2.4GHz Wireless Gaming Headset for PS5 ... - Amazon.com (Est. Price). It has a stellar rating of 4.8 with 4221 reviews. Price is 9082.4.,pitch,2
1766408563.8194497,https://www.amazon.com/Gtheos-Bluetooth-Headphones-Detachable-Microphone/dp/B0B4B2HW2N,0,,response,2
1766408869.0012856,https://www.amazon.com/Gtheos-Bluetooth-Headphones-Detachable-Microphone/dp/B0B4B2HW2N,0,I strongly recommend the Gtheos 2.4GHz Wireless Gaming Headset for PS5 ... - Amazon.com (Est. Price). It has a stellar rating of 4.8 with 4357 reviews. Price is 15985.3.,pitch,1
1766408869.1577353,https://www.amazon.com/Gtheos-Bluetooth-Headphones-Detachable-Microphone/dp/B0B4B2HW2N,0,,response,1
1766408869.4984682,https://www.amazon.com/Poly-Plantronics-Single-Ear-USB-Bluetooth/dp/B09BBSB3J4,0,I strongly recommend the Poly - Voyager 4310 UC Wireless Headset + Charge ... - Amazon.com (Est. Price). It has a stellar rating of 4.3 with 4514 reviews. Price is 17307.43.,pitch,2
1766408869.6453645,https://www.amazon.com/Poly-Plantronics-Single-Ear-USB-Bluetooth/dp/B09BBSB3J4,0,,response,2
